Ticker,XCH,LTP,Qty.,Chg,% Chg,Bid Qty,Bid,Open,P.Close,Low,High,Avg Price,T.Volume,Total Value,OI,OI Change,No.of contracts,Strike Price,Exp. Date,Option Type,P.Open,OI-Combined Fut,5-Days Avg Vol,Calc Column 1
Index Options,NSE,689.0,46,-150.75,-17.951771360523967,150,680.0,862.9,839.75,624.75,862.9,733.56,46,25.31,64,16,46,22550.0,23-Jan-2025,Call,862.9,0.0,0.0,0.0033743759999999997
Index Options,NSE,15.45,140222,7.199999999999999,87.27272727272727,6225,15.4,5.3,8.25,4.6,21.55,11.31,140222,1189.43,12274,-51,140222,22550.0,23-Jan-2025,Put,5.3,0.0,0.0,0.158591082
Index Options,NSE,637.0,200,-134.5,-17.43357096565133,75,629.8,800.05,771.5,575.6,817.15,640.61,200,96.09,201,-5,200,22600.0,23-Jan-2025,Call,800.05,0.0,0.0,0.0128122
Index Options,NSE,19.05,267786,9.850000000000001,107.06521739130437,6900,19.05,8.75,9.2,5.1,25.95,12.98,267786,2606.9,34691,-1292,267786,22600.0,23-Jan-2025,Put,8.75,0.0,0.0,0.34758622800000005
Index Options,NSE,579.0,19,-143.25,-19.833852544132917,75,583.45,760.0,722.25,548.0,762.6,622.08,19,8.86,101,-3,19,22650.0,23-Jan-2025,Call,760.0,0.0,0.0,0.001181952
Index Options,NSE,23.55,188588,13.0,123.22274881516586,1350,23.45,9.0,10.55,5.85,31.45,15.23,188588,2154.15,12785,-606,188588,22650.0,23-Jan-2025,Put,9.0,0.0,0.0,0.287219524
Index Options,NSE,543.1,933,-133.85000000000002,-19.772509047935596,150,543.5,704.35,676.95,488.05,717.95,559.61,933,391.59,535,-18,933,22700.0,23-Jan-2025,Call,704.35,0.0,0.0,0.052211613
Index Options,NSE,28.6,329334,16.3,132.52032520325204,2700,28.65,8.0,12.3,6.8,37.95,19.47,329334,4809.1,33972,-1312,329334,22700.0,23-Jan-2025,Put,8.0,0.0,0.0,0.6412132979999999
Index Options,NSE,497.35,160,-133.75,-21.19315480906354,225,499.2,672.4,631.1,445.65,673.55,516.55,160,61.99,338,30,160,22750.0,23-Jan-2025,Call,672.4,0.0,0.0,0.0082648
Index Options,NSE,34.25,215025,20.1,142.04946996466433,3225,34.2,14.0,14.15,8.1,45.85,21.88,215025,3528.56,12215,-3675,215025,22750.0,23-Jan-2025,Put,14.0,0.0,0.0,0.4704747
Index Options,NSE,453.3,3117,-135.59999999999997,-23.02598064187468,150,452.75,626.05,588.9,404.45,630.0,474.6,3117,1109.5,1508,263,3117,22800.0,23-Jan-2025,Call,626.05,0.0,0.0,0.14793282000000002
Index Options,NSE,42.35,486333,25.55,152.08333333333331,1050,42.35,10.0,16.8,9.7,55.0,29.11,486333,10617.87,41821,-1928,486333,22800.0,23-Jan-2025,Put,10.0,0.0,0.0,1.415715363
Index Options,NSE,415.45,1140,-126.15000000000003,-23.29209748892172,150,416.55,562.55,541.6,365.4,580.95,456.95,1140,390.69,666,103,1140,22850.0,23-Jan-2025,Call,562.55,0.0,0.0,0.0520923
Index Options,NSE,51.3,229797,31.549999999999997,159.74683544303795,900,51.3,19.1,19.75,11.45,65.85,31.15,229797,5368.63,16750,-3211,229797,22850.0,23-Jan-2025,Put,19.1,0.0,0.0,0.7158176549999999
Index Options,NSE,373.35,4887,-121.29999999999995,-24.522389568381676,150,372.65,520.0,494.65,326.85,538.7,384.69,4887,1409.99,1901,662,4887,22900.0,23-Jan-2025,Call,520.0,0.0,0.0,0.187998003
Index Options,NSE,61.75,376358,38.2,162.208067940552,900,61.7,22.4,23.55,13.4,78.7,40.25,376358,11361.31,35750,1590,376358,22900.0,23-Jan-2025,Put,22.4,0.0,0.0,1.51484095
Index Options,NSE,334.5,3663,-112.80000000000001,-25.217974513749162,75,335.25,477.55,447.3,291.0,485.55,335.73,3663,922.33,1298,227,3663,22950.0,23-Jan-2025,Call,477.55,0.0,0.0,0.122977899
Index Options,NSE,73.5,261791,45.6,163.44086021505376,1200,73.5,19.95,27.9,16.1,93.3,48.73,261791,9567.81,17649,-297,261791,22950.0,23-Jan-2025,Put,19.95,0.0,0.0,1.275707543
Index Options,NSE,300.15,64098,-108.5,-26.550838125535304,75,299.7,440.1,408.65,258.0,450.0,314.5,64098,15119.12,12092,4675,64098,23000.0,23-Jan-2025,Call,440.1,0.0,0.0,2.0158821
Index Options,NSE,87.6,796595,54.05,161.10283159463486,150,87.5,17.2,33.55,17.2,110.0,61.35,796595,36653.33,73303,-25769,796595,23000.0,23-Jan-2025,Put,17.2,0.0,0.0,4.887110325
Index Options,NSE,265.5,15475,-94.19999999999999,-26.188490408673893,225,264.7,389.55,359.7,226.8,399.9,268.03,15475,3110.82,3835,739,15475,23050.0,23-Jan-2025,Call,389.55,0.0,0.0,0.41477642499999995
Index Options,NSE,103.35,276203,62.199999999999996,151.1543134872418,300,103.3,32.0,41.15,24.45,129.2,70.3,276203,14562.8,20157,-1694,276203,23050.0,23-Jan-2025,Put,32.0,0.0,0.0,1.9417070899999997
Index Options,NSE,236.15,93996,-84.6,-26.375681995323458,300,235.55,350.0,320.75,197.5,365.25,239.04,93996,16851.6,18043,9131,93996,23100.0,23-Jan-2025,Call,350.0,0.0,0.0,2.246880384
Index Options,NSE,118.6,563376,68.69999999999999,137.67535070140278,150,118.45,37.0,49.9,30.75,150.45,86.89,563376,36713.81,44631,-12402,563376,23100.0,23-Jan-2025,Put,37.0,0.0,0.0,4.895174064
Index Options,NSE,203.45,117773,-79.90000000000003,-28.198341274042715,75,202.65,300.0,283.35,171.1,326.35,198.26,117773,17512.26,19631,11533,117773,23150.0,23-Jan-2025,Call,300.0,0.0,0.0,2.334967498
Index Options,NSE,141.45,398235,80.35,131.50572831423895,450,141.35,46.05,61.1,36.85,173.9,108.7,398235,32466.11,32362,1898,398235,23150.0,23-Jan-2025,Put,46.05,0.0,0.0,4.32881445
Index Options,NSE,177.0,377095,-69.9,-28.311057108140947,150,176.85,271.9,246.9,146.8,278.35,182.71,377095,51674.27,69917,34516,377095,23200.0,23-Jan-2025,Call,271.9,0.0,0.0,6.8899027450000006
Index Options,NSE,160.9,803239,86.75,116.9925826028321,600,160.8,54.15,74.15,46.05,199.5,120.33,803239,72490.31,69069,-8370,803239,23200.0,23-Jan-2025,Put,54.15,0.0,0.0,9.665374887
Index Options,NSE,151.6,234215,-61.30000000000001,-28.792860497886334,525,151.0,235.7,212.9,124.8,238.85,160.9,234215,28263.9,38516,23067,234215,23250.0,23-Jan-2025,Call,235.7,0.0,0.0,3.76851935
Index Options,NSE,185.25,465503,95.85,107.21476510067114,450,185.2,62.1,89.4,57.2,227.65,130.16,465503,45442.4,26189,-5120,465503,23250.0,23-Jan-2025,Put,62.1,0.0,0.0,6.058987048
Index Options,NSE,127.8,602742,-54.55,-29.914998629010142,2400,127.8,202.0,182.35,105.0,300.0,146.16,602742,66072.58,90092,44900,602742,23300.0,23-Jan-2025,Call,202.0,0.0,0.0,8.809677072
Index Options,NSE,211.55,824383,104.20000000000002,97.0656730321379,825,212.0,85.0,107.35,71.5,258.0,142.28,824383,87969.91,53718,-8201,824383,23300.0,23-Jan-2025,Put,85.0,0.0,0.0,11.729321323999999
Index Options,NSE,107.15,495157,-46.349999999999994,-30.195439739413676,2250,107.15,161.0,153.5,88.0,177.65,130.23,495157,48363.22,61436,37648,495157,23350.0,23-Jan-2025,Call,161.0,0.0,0.0,6.448429610999999
Index Options,NSE,241.25,512729,113.55,88.9193422083007,75,240.9,100.0,127.7,89.0,291.0,152.04,512729,58466.49,22624,-1890,512729,23350.0,23-Jan-2025,Put,100.0,0.0,0.0,7.795531715999999
Index Options,NSE,88.85,880949,-39.0,-30.504497457958546,75,88.8,149.0,127.85,72.75,149.0,110.78,880949,73193.65,113853,70561,880949,23400.0,23-Jan-2025,Call,149.0,0.0,0.0,9.759153022
Index Options,NSE,272.0,668268,120.94999999999999,80.07282356835483,75,271.75,125.05,151.05,110.45,325.15,173.44,668268,86928.3,28499,3673,668268,23400.0,23-Jan-2025,Put,125.05,0.0,0.0,11.590440192
Index Options,NSE,71.7,399158,-32.349999999999994,-31.090821720326762,525,71.6,125.0,104.05,59.75,125.05,90.17,399158,26994.06,46952,24703,399158,23450.0,23-Jan-2025,Call,125.0,0.0,0.0,3.5992076859999997
Index Options,NSE,310.15,164250,131.74999999999997,73.85089686098652,150,310.3,155.0,178.4,136.45,362.25,191.84,164250,23632.29,7053,2314,164250,23450.0,23-Jan-2025,Put,155.0,0.0,0.0,3.150972
Index Options,NSE,58.1,697622,-25.4,-30.419161676646706,375,57.95,91.5,83.5,47.9,95.9,68.85,697622,36023.46,122360,60916,697622,23500.0,23-Jan-2025,Call,91.5,0.0,0.0,4.80312747
Index Options,NSE,342.0,195705,134.75,65.01809408926418,75,342.4,181.2,207.25,160.0,400.45,241.2,195705,35403.03,13057,-1249,195705,23500.0,23-Jan-2025,Put,181.2,0.0,0.0,4.7204046
Index Options,NSE,46.3,295540,-19.25,-29.36689549961861,2250,46.2,65.1,65.55,38.2,76.95,54.2,295540,12013.7,39598,14595,295540,23550.0,23-Jan-2025,Call,65.1,0.0,0.0,1.6018268
Index Options,NSE,381.3,24410,141.0,58.67665418227216,150,379.95,198.95,240.3,195.6,441.0,261.77,24410,4792.35,3157,928,24410,23550.0,23-Jan-2025,Put,198.95,0.0,0.0,0.63898057
Index Options,NSE,36.55,532371,-14.050000000000004,-27.76679841897234,2175,36.5,57.35,50.6,30.1,64.65,41.52,532371,16578.03,70167,-2849,532371,23600.0,23-Jan-2025,Call,57.35,0.0,0.0,2.210404392
Index Options,NSE,420.3,38738,143.75,51.97975049719761,150,419.85,235.75,276.55,228.6,482.45,313.41,38738,9105.66,6028,903,38738,23600.0,23-Jan-2025,Put,235.75,0.0,0.0,1.214087658
Index Options,NSE,28.15,272618,-10.550000000000004,-27.26098191214471,75,28.1,44.35,38.7,23.6,45.95,31.92,272618,6526.47,35362,11413,272618,23650.0,23-Jan-2025,Call,44.35,0.0,0.0,0.8701966560000001
Index Options,NSE,467.15,6774,152.79999999999995,48.60823922379511,75,466.4,269.3,314.35,262.65,525.6,348.4,6774,1770.05,1345,59,6774,23650.0,23-Jan-2025,Put,269.3,0.0,0.0,0.23600615999999996
Index Options,NSE,21.5,479313,-7.649999999999999,-26.243567753001713,1575,21.4,31.4,29.15,18.35,35.95,23.9,479313,8591.69,76620,17216,479313,23700.0,23-Jan-2025,Call,31.4,0.0,0.0,1.1455580699999999
Index Options,NSE,510.0,11569,153.25,42.9572529782761,525,509.4,309.7,356.75,304.2,570.45,389.79,11569,3382.11,4700,109,11569,23700.0,23-Jan-2025,Put,309.7,0.0,0.0,0.45094805099999996
Index Options,NSE,16.05,256106,-6.0,-27.210884353741495,4275,16.05,25.0,22.05,14.05,28.3,18.17,256106,3490.08,37928,17398,256106,23750.0,23-Jan-2025,Call,25.0,0.0,0.0,0.46534460200000005
Index Options,NSE,553.35,905,156.85000000000002,39.55863808322825,150,547.3,349.8,396.5,340.5,615.0,424.18,905,287.91,457,44,905,23750.0,23-Jan-2025,Put,349.8,0.0,0.0,0.038388290000000005
Index Options,NSE,12.15,389770,-4.249999999999998,-25.914634146341452,2175,12.1,16.4,16.4,11.05,20.8,13.58,389770,3969.81,71816,19483,389770,23800.0,23-Jan-2025,Call,16.4,0.0,0.0,0.52930766
Index Options,NSE,600.25,3299,157.0,35.42019176536943,75,595.1,433.75,443.25,391.5,662.25,477.87,3299,1182.37,3825,306,3299,23800.0,23-Jan-2025,Put,433.75,0.0,0.0,0.157649313
Index Options,NSE,8.95,204656,-3.3500000000000014,-27.235772357723587,8325,8.9,12.9,12.3,8.35,16.45,10.31,204656,1582.5,33457,11101,204656,23850.0,23-Jan-2025,Call,12.9,0.0,0.0,0.21100033599999998
Index Options,NSE,655.45,351,165.50000000000006,33.7789570364323,150,640.2,467.15,489.95,447.5,700.7,521.33,351,137.24,532,-7,351,23850.0,23-Jan-2025,Put,467.15,0.0,0.0,0.018298683000000003
Index Options,NSE,6.55,342628,-2.750000000000001,-29.569892473118287,23925,6.5,10.0,9.3,6.2,12.4,7.69,342628,1976.11,69737,23535,342628,23900.0,23-Jan-2025,Call,10.0,0.0,0.0,0.26348093200000006
Index Options,NSE,694.55,344,161.29999999999995,30.24847632442568,75,693.15,510.0,533.25,490.0,755.0,608.95,344,157.11,1184,-96,344,23900.0,23-Jan-2025,Put,510.0,0.0,0.0,0.020947880000000002
Index Options,NSE,5.0,131326,-2.0999999999999996,-29.57746478873239,9750,4.9,8.6,7.1,4.75,10.0,5.9,131326,581.12,23189,5678,131326,23950.0,23-Jan-2025,Call,8.6,0.0,0.0,0.07748234
